id,code,AggIndex,SMILES,color_in_powder,molecular_weight,absorption,emission_sol,emission_solid,emission_aggr,emission_crys,qy_sol,qy_solid,qy_aggr,qy_crys,tau_sol,tau_solid,tau_aggr,tau_crys,features_id,mechanism_id,photostability,solubility_carbohyd,solubility_dmsodmf,solubility_enol,solubility_halogen,solubility_mecnacetone,solubility_thfea,solubility_toluene,solubility_water,molar_aggr,molar_crys,molar_sol,molar_solid,thermostability,application1,application2,application3,application4,pka,comment,tested_solvent
1893,TFVP,NULL,C[N+](C)(C)CCC[N+]1=CC=C(/C=C/C(O2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1.[Br-].[Br-],red,675,490,700,NULL,670,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,cell imaging,anticancer,NULL,NULL,NULL,NULL,H2O
1894,TTPy-NH2,NULL,NCCC[N+]1=CC=C(/C=C/C(S2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1.[Br-],red,568,450,650,NULL,656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL, OLED,NULL,NULL,NULL,NULL,sensitizing quasi-2D-PVK as multifunctional ligands.,DMSO
1895,TTFMN,NULL,N#C/C(C#N)=C/C(O1)=CC=C1C2=CC=C(N(C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C=C3)C7=CC=CC=C7)C=C2,red,641,490,650,NULL,665,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,cell imaging,anticancer,NULL,NULL,NULL,NULL,acetonitrile
1896,rhodamine B-based photoresponsive material,NULL,O=C1N(N=CC2=CC=C(OC)C=C2O[H])C3(C(C=CC(N(CC)CC)=C4)=C4OC5=C3C=CC(N(CC)CC)=C5)C6=C1C=CC=C6.[Cd],purple,703,555,517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,1,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,1, photoresponsive material,NULL,NULL,NULL,NULL,NULL,MeCN
1897,AAPP,NULL,CCOC(C(C=C1)=CC=C1N2C3=C(N(C4=CC=C(C(OCC)=O)C=C4)C(C5=CC=CC=C5)=C3)C=C2C6=CC=CC=C6)=O,yellow,554.2,322,488,485,468,NULL,1.24,NULL,26.68,NULL,2.94,NULL,2.59,NULL,AIE,TICT,1,1,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,1,selectivity for Cd(II) o v e r other metal ions,a fluorescent thermometer,NULL,NULL,NULL,NULL,THF
1898,2a,NULL,OC1=CC=C(Cl)C=C1/C=N/N,gray,170,356,462,NULL,462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,1,1,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,1,pH sensor,NULL,NULL,NULL,NULL,NULL,DMSO
1899, 1-Zn,NULL,CCN(CC)C1=CC=C2C=[N]3N4C5(C(C=CC(N(CC)CC)=C6)=C6OC7=C5C=CC(N(CC)CC)=C7)C8=C(C=CC=C8)C4=O[Zn+2]3O([H])C2=C1,NULL,696,554,582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,1,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,1,Photochromic  System,NULL,NULL,NULL,NULL,NULL,THF
1900,TTVPHE,NULL,O=C(OCC)CCCCC[N+](C=C1)=CC=C1/C=C/C2=CC=C(S2)C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5.[Br-],red,653,482,640,NULL,596,NULL,0.7,NULL,16.3,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,NULL,NULL,NULL,NULL,0,1,NULL,NULL,NULL,NULL,NULL,mitochondrial imaging,Photodynamic therapy (PDT),NULL,NULL,NULL,cholangiocarcinoma therapy,DMSO
1901,TTVPHA,NULL,OC(CCCCC[N+](C=C1)=CC=C1/C=C/C2=CC=C(S2)C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5)=O.[Br-],red,625,478,560,NULL,621,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,NULL,NULL,NULL,NULL,0,1,NULL,NULL,NULL,NULL,NULL,mitochondrial imaging,Photodynamic therapy (PDT),NULL,NULL,NULL,cholangiocarcinoma therapy,DMSO
1902,TPE-Th-B,NULL,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C=C6C(N(C)C(N(C)C/6=O)=O)=O)S5)C=C4)C=C1,red,640,463,655,NULL,622,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,tumor imaging,NULL,NULL,NULL,NULL,NULL,THF
1904,TPE-ETh-B,NULL,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=C(OCCO6)C6=C(/C=C7C(N(C)C(N(C)C7=O)=O)=O)S5)C=C4)C=C1,red,698,472,706,NULL,633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,tumor imaging,NULL,NULL,NULL,NULL,NULL,THF
1905,TPE-Se,NULL,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(C6=CC=C(/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9)C=C6)C%10=N[Se]N=C%105)C=C4)=CC=CC=C1,red,843.932,422,567,NULL,551,NULL,NULL,NULL,12.01,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,cell imaging,Image-Guided Cancer Surgery,NULL,NULL,NULL,NULL,THF
1906,OBP,NULL,C1(OC2=CC=CC(OC3=NC4=CN=C3)=C2)=NC(OC5=CC=CC(O4)=C5)=CN=C1,white,372,320,350,370,360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,1,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,1,constructing metal-organic frameworks ,reversible gas response,encrypted information storage ,construction of white light-emitting devices. ,NULL,NULL,DMSO
1907,TPA-Se,NULL,N(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=C(C4=CC=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)C8=N[Se]N=C84)C=C3,red,669.69,480,647,NULL,626,NULL,NULL,NULL,13.88,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,cell imaging,Image-Guided Cancer Surgery,NULL,NULL,NULL,NULL,THF
1908,TPE-DPA-Se,NULL,N(C1=CC=C(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)C=C1)(C5=CC=CC=C5)C6=CC=C(C7=CC=C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=C(/C(C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)/C%13=CC=CC=C%13)C=C%10)C=C8)C%14=N[Se]N=C%147)C=C6,red,1178.354,487,653,NULL,642,NULL,NULL,NULL,16.47,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,cell imaging,Image-Guided Cancer Surgery,NULL,NULL,NULL,NULL,THF
1909,DCMHNO,NULL,N#C/C(C#N)=C1C2=CC=CC=C2OC(/C=C/C3=CC=C(C=C3)OC(C4=C(C=CC=C4)P(C5=CC=CC=C5)C6=CC=CC=C6)=O)=C1,brown,600,410,700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,NULL,cell imaging,mitochondria targeting,visualize  nitroxyl,NULL,NULL,NULL,DCM
1910,BT-2ATPE,NULL,C1(N(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)/C5=CC=CC=C5)C=C2)C6=CC=CC=C6)=CC=C(N(C7=CC=C(/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C7)C%11=CC=CC=C%11)C%12=NSN=C%121,Red,979.258,562,666,674,665,NULL,32,44,NULL,NULL,0.001,NULL,NULL,NULL,AIE,TICT,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
1911,DPASI,NULL,C[N+](C=C1)=CC=C1/C=C/C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4.[I-],Red,490,467,650,NULL,630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,NULL,NULL,1,NULL,NULL,NULL,NULL,0,1,NULL,NULL,NULL,NULL,NULL,photodynamic therapy (PDT), tumor theranostic,NULL,NULL,NULL,Image-Guided Tumor Photodynamic Therapy,DMSO
1912,TPA-Ph-SCP,NULL,N#C/C(C1=CC=C(C2=CC=[N+](C)C=C2)C=C1)=CC(C=C3)=CC=C3/C=C/C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6.F[P-](F)(F)(F)(F)F,red,711,450,625,NULL,640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,1,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,1,Sonodynamic therapy,NULL,NULL,NULL,NULL,NULL,DMSO
1913,DPASP,NULL,C[N+](C=C1)=CC=C1/C=C/C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4.F[P-](F)(F)(F)(F)F,red,508,457,646,NULL,612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,1,1,NULL,1,0,0,NULL,NULL,NULL,NULL,1,Photodynamic therapy (PDT), mitochondrion targeting,NULL,NULL,NULL,Two-photon photodynamic therapy (TP-PDT) ,DMSO
1914,Py-4MethylTPE,NULL,CC1=CC(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C1C5=C(C6=C78)C=CC8=C(C(C(C)=C9)=CC=C9/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C(C(C(C)=C%13)=CC=C%13/C(C%14=CC=CC=C%14)=C(C%15=CC=CC=C%15)C%16=CC=CC=C%16)C7=CC=C6C(C%17=CC(C)=CC(/C(C%18=CC=CC=C%18)=C(C%19=CC=CC=C%19)C%20=CC=CC=C%20)=C%17)=C5,white,1580,371,430,453,459,NULL,0.002,NULL,0.231,NULL,NULL,NULL,NULL,NULL,AIE,other,1,0,1,0,1,0,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
1915,Py-4mTPE,NULL,C1(/C(C2=CC=CC=C2)=C(C3=CC=C(C4=C(C5=C67)C=CC7=C(C(C=C8)=CC=C8/C(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C(C(C=C%12)=CC=C%12/C(C%13=CC=CC=C%13)=C(C%14=CC=CC=C%14)C%15=CC=CC=C%15)C6=CC=C5C(C%16=CC=CC(/C(C%17=CC=CC=C%17)=C(C%18=CC=CC=C%18)C%19=CC=CC=C%19)=C%16)=C4)C=C3)/C%20=CC=CC=C%20)=CC=CC=C1,yellow,1523,390,425,443,445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,0,1,0,1,0,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
1916,2-AFN,NULL,O=C1C2=C(C=CC=C2)C3=C1C(C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6)=NC(N(CCN(C)C)C)=C3C#N,red,549,415,616,579,584,NULL,1.7,4.8,NULL,NULL,1.04,4.118,NULL,NULL,AIE,TICT,1,NULL,1,1,1,1,1,0,0,NULL,NULL,NULL,NULL,1,Precursor of an AIE active probe,NULL,NULL,NULL,NULL,NULL,THF
1917,Si-pTPE,NULL,C1(C(C=C2)=CC3=C2C(C=CC(C(C=C4)=CC=C4/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)=C8)=C8[Si]3(C9=CC=CC=C9)C%10=CC=CC=C%10)=CC=C(C=C1)/C(C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)/C%13=CC=CC=C%13,light green,995,359,NULL,498,498,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,0,1,0,1,0,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
1918,Si-tPE,NULL,C(/C1=CC=CC=C1)(C(C=C2)=CC3=C2C(C=CC(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)=C7)=C7[Si]3(C8=CC=CC=C8)C9=CC=CC=C9)=C(C%10=CC=CC=C%10)/C%11=CC=CC=C%11,light green,843,362,NULL,496,498,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,0,1,0,1,0,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
1919,Si-mTPE,NULL,C1(C(C=C2)=CC3=C2C(C=CC(C4=CC=CC(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)=C4)=C8)=C8[Si]3(C9=CC=CC=C9)C%10=CC=CC=C%10)=CC=CC(/C(C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)/C%13=CC=CC=C%13)=C1,white,995,325,NULL,468,474,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,0,1,0,1,0,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
1920,1,NULL,C[Si]1(CCCNC(NCCCCCCCCCCCC)=O)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C(C4=CC=CC=C4)=C1C5=CC=CC=C5,white ,669,360,470,NULL,487,NULL,NULL,NULL,NULL,NULL,0.161,NULL,5.8,NULL,AIE,ESIPT,NULL,1,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL, information storage ,optical devices,NULL,NULL,NULL,NULL,THF
1921,TPPM,NULL,C[N+](C=C1)=CC=C1C(C=C2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3.F[B-](F)F.[F-],yellow,500.34,442,601,574,558,574,0.02,0.18,0.15,0.18,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,1,1,1,1,1,0,1,NULL,NULL,NULL,NULL,1,Two-Photon Bioimaging,Mitochondria-targetting,Photodynamic Therapy,NULL,NULL,Two-Photon Bioimaging,THF
1922,DCQTB,NULL,CC(C)(C)C1=C/C(C=C(/C=C/C2=CC(C(C)(C)CCN3C(C4)C)=C3C4=C2)O1)=C(C#N)/C#N,NULL,425,503,644,NULL,576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,NULL,1,NULL,1,0,0,NULL,NULL,NULL,NULL,NULL,lipid dropelets imaging,NULL,NULL,NULL,NULL,lipid dropelets imaging,DMSO
1923,Cur-N-BF2,NULL,COC1=C(O)C=CC(/C=C/C(O2)=CC(/C=C/C3=CC=C(O)C(OC)=C3)=NB2(F)F)=C1,yellow,414,427,550,572,540,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,NULL,NULL,1,1,1,1,1,0,0,NULL,NULL,NULL,NULL,NULL,Aaggregates detection, Protection of neuronal cells,NULL,NULL,NULL,NULL,MeOH
1924,IND,NULL,O=C(C1=CC=CC=C1C/2=O)C2=CC3=CC=C(N(CCCC)CCCC)C=C3,red,361,491,526,NULL,639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,NULL,NULL,1,1,1,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,atherosclerotic plaques imaging, two-photon imaging,NULL,NULL,NULL,NULL,THF
1925,TPE-AC,NULL,C/C(C(C=C1)=CC=C1/C(C2=CC=CC=C2)=C(C3=CC=C(N(C)C)C=C3)/C4=CC=C(N(C)C)C=C4)=C(C#N)/C#N,red,508,455,724,705,705,NULL,NULL,NULL,0.05,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,cell imaging,lipid droplets-targeted maging,NULL,NULL,NULL,NULL,THF
1926,TPPCN,NULL,FP(F)(F)(F)F.C[N+]1=CC=C(/C(C2=CC=C(/C(C3=CC=CC=C3)=C(C#N)/C#N)C=C2)=C(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C1.[F-],orange,705,440,NULL,NULL,606,NULL,NULL,NULL,0.152,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,cancer cell and Gram-positive bacteria imaging,mitochondria imaging,photodynamic killing of cancer cells and Gram-positive bacteria,NULL,NULL,NULL,DCM
1927,TTPy,NULL,C[N](C=C1)=CC=C1/C=C/C(S2)=CC=C2C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5.FP(F)(F)(F)F.[F-],NULL,590.56,478,682,658,665,NULL,0.005,0.096,NULL,NULL,NULL,2.42,NULL,NULL,AIE,TICT,1,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,Gram-positive bacteria imaging,photodynamic killing of Gram-positive bacteria imaging,NULL,NULL,NULL,NULL,DMSO
1928,TTFMN,NULL,N#C/C(C#N)=C/C(O1)=CC=C1C(C=C2)=CC=C2N(C3=CC=CC=C3)C(C=C4)=CC=C4/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7,NULL,641,490,664,664,661,NULL,0.004,0.169,0.043,NULL,NULL,2.52,NULL,NULL,AIE,TICT,1,NULL,1,NULL,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,Type I ROS generation,photodynamic therapy of cancer,NULL,NULL,NULL,NULL,ACN
1929,2,NULL,C[Si]1(CCCNC(OC2CC3=CCC(C(CCC4C(CCCC(C)C)C)C4(C)CC5)C5C3(C)CC2)=O)C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C1C9=CC=CC=C9,yellow,870.3,360,480,NULL,483,NULL,NULL,NULL,NULL,NULL,0.094,NULL,6.7,NULL,AIE,ESIPT,NULL,1,1,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,information storage,optical devices,NULL,NULL,NULL,NULL,THF
1930,1,NULL,C[Si]1(C(C2=CC=CC=C2)=C(C(C3=CC=CC=C3)=C1C4=CC=CC=C4)C5=CC=CC=C5)CCC[N+](C)(C)C.[I-],yellow,627.68,353,458,NULL,458,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL, a label-free fluorescence nuclease assay method,high-throughput screening of nuclease inhibitors,NULL,NULL,NULL,NULL,Water
1931,1,NULL,C[Si]1(C(C2=CC=CC=C2)=C(C(C3=CC=CC=C3)=C1C4=CC=CC=C4)C5=CC=CC=C5)CCC[N+](C)(C)C.[I-],yellow,627.68,356,480,NULL,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,a convenient fluorescence turn-on sensor for heparin, a fluorescent probe for studies of the binding of heparin with protamine.,distinguish heparin from its analogues,NULL,NULL,NULL,Water
1932,1,NULL,O=S(CCCOC(C=C1)=CC=C1/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(OCCCS(=O)([O-])=O)C=C4)([O-])=O,NULL,606.7,315,490,NULL,490,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL, high-throughput screening of AChE inhibitors ,relevant drug discovery,NULL,NULL,NULL,Other chemical properties can be found at : org/10.1021/jp073147m,NULL
1933,TTFMN,NULL,N#C/C(C#N)=C/C(O1)=CC=C1C(C=C2)=CC=C2N(C3=CC=CC=C3)C(C=C4)=CC=C4/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7,red,641.246,490,664,664,661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,NULL,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,cell imaging,anticancer,NULL,NULL,NULL,NULL,MeCN
1934,DAdDMA,NULL,O=C(CCCCCCCOC1=CC(C=O)=C(C=C1C=O)OCCCCCCCC(NC23CC4CC(CC(C3)C4)C2)=O)NC56CC7CC(CC(C6)C7)C5,NULL,717,395,466,479,515,NULL,0.003,0.06,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,light-harvesting antenna system,NULL,NULL,NULL,NULL,NULL,THF
1935,NH2-PEG-TTPy,NULL,O=C(NCCOCCN)CC[N+](C=C1)=CC=C1/C=C/C(S2)=CC=C2C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5.[Br-],pink,524.23,480,672,NULL,NULL,NULL,0.005,0.1,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,anticancer,NULL,NULL,NULL,NULL,NULL,NULL
1936,TSSI,NULL,N#C/C(C#N)=C1C2=C(C(/C/1=CC(S3)=CC=C3C4=CC=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)S4)=C(C#N)/C#N)C=CC=C2,black blue,661.139,664,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,anticancer,NULL,NULL,NULL,NULL,NULL,CHCl3
1937,TPE-TTMN-TPA,NULL,N#C/C(C#N)=CC(S1)=CC=C1C(C=C2)=CC=C2N(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C(C=C6)=CC=C6/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9,dark brown,825.046,539,849.999,770,712,NULL,0.0004,0.014,NULL,NULL,5.94,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,1,1,NULL,NULL,0,NULL,NULL,28000,NULL,NULL,anticancer,NULL,NULL,NULL,NULL,NULL,ACN
1938,MTTT-BT,NULL,COC(C=C1)=CC=C1N(C2=CC=C(OC)C=C2)C(C=C3)=CC=C3C(S4)=CC=C4C5=CC=C(/C=C/C6=[N+](CC)C7=C(C=CC=C7)S6)S5.FP(F)(F)(F)F.[F-],NULL,802.85,560,850,NULL,840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,83700,NULL,NULL,solar desalination,NULL,NULL,NULL,NULL,NULL,DMSO
1939,TTVB,NULL,CC[N+]1=C(SC2=C1C=CC=C2)/C=C/C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)S3.FP(F)(F)(F)F.[F-],NULL,660.68,552,NULL,NULL,NULL,NULL,0.006,NULL,0.053,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,antibacterial,NULL,NULL,NULL,NULL,NULL,DMSO
1940,MeOTTI,NULL,O=C(C1=C(C/2=O)C=CC=C1)C2=CC(S3)=CC=C3C(C=C4)=CC=C4N(C5=CC=C(OC)C=C5)C6=CC=C(OC)C=C6,red,543.63,545,739.999,704,605,NULL,0.003,0.103,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,cell imaging,anticancer,NULL,NULL,NULL,NULL,CH2Cl2
1941,TTT-4,NULL,FP(F)(F)(F)F.CC[N+]1=C(/C=C/C2=CC=C(C(S3)=CC=C3C(C=C4)=CC=C4N(C5=CC=C(C=C5)OC)C(C=C6)=CC=C6OC)S2)SC7=C1C=CC=C7.[F-],NULL,802.85,568,830,NULL,812,NULL,0.003,NULL,0.008,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,cell imaging,anticancer,NULL,NULL,NULL,NULL,DMSO
1942,TBP,NULL,CC[N+](C=C1)=CC=C1C(C2=NSN=C23)=CC=C3C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6.[Br-],NULL,565.53,500,737,NULL,680,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,1,NULL,1,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,antibacterial wound healing,NULL,NULL,NULL,NULL,NULL,DMSO
1943,TPAP-C5-yne,NULL,O=C(C#C)OCCCCC[N+](C=C1)=CC=C1C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4.[Br-],yellow,541.49,420,615,NULL,600,NULL,NULL,0.133,0.347,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,cell imaging,mitochondria targeting,NULL,NULL,NULL,Precise and long-term tracking of mitochondria in neurons ,THF
1944,QLZ,NULL,O=C(OC)C1=C2N(C(C(OC)=O)C(C(OC)=O)=C1C(OC)=O)C=CC=C2,yellowish-brown,363,450,610,NULL,605,NULL,NULL,0.033,NULL,0.033,NULL,1.89,NULL,NULL,AIE,other,1,NULL,1,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,mechanochromic,NULL,NULL,NULL,NULL,NULL,THF
1945,TPA-QLZ,NULL,O=C(OC)C1=C2N(C(C(OC)=O)C(C(OC)=O)=C1C(OC)=O)C=CC(C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5)=C2,red,606,475,640,NULL,619,NULL,NULL,NULL,NULL,NULL,NULL,2.02,NULL,NULL,AIE,other,1,NULL,1,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,cell imaging,mitochondria targeting,photodynamic therapy ,NULL,NULL,NULL,THF
